age,sexe,taux,situationFamiliale,nbEnfantsAcharge,2eme voiture
21,F,415,En_Couple,4,false
58,M,428,Célibataire,0,false
53,M,965,En_Couple,1,false
34,M,462,En_Couple,0,false
37,M,508,Célibataire,0,false
26,M,556,En_Couple,0,false
67,F,515,En_Couple,1,false
28,F,191,Célibataire,0,false
34,M,241,Seule,3,false
20,M,1355,En_Couple,3,false
76,M,1106,Seule,1,false
20,M,996,Célibataire,0,false
27,F,535,En_Couple,2,false
34,M,590,En_Couple,4,false
72,M,420,Célibataire,0,false
77,M,232,Célibataire,0,false
74,F,503,Célibataire,0,false
81,F,952,En_Couple,0,false
49,M,573,En_Couple,2,false
35,M,409,En_Couple,3,false
45,M,453,En_Couple,3,false
84,M,172,Célibataire,0,false
52,M,534,En_Couple,3,false
62,M,1124,En_Couple,1,false
25,F,150,Célibataire,0,false
42,F,206,En_Couple,1,true
22,M,235,En_Couple,2,false
80,M,247,En_Couple,1,false
59,M,965,En_Couple,2,false
58,F,492,Célibataire,0,false
20,F,527,En_Couple,2,false
29,M,152,En_Couple,2,true
58,F,491,En_Couple,3,false
55,F,433,En_Couple,1,false
41,M,215,En_Couple,1,false
20,M,420,En_Couple,4,false
56,M,445,En_Couple,1,true
32,F,556,Célibataire,0,false
20,M,524,En_Couple,1,false
52,M,165,En_Couple,3,false
22,M,1220,En_Couple,2,false
24,M,550,En_Couple,0,false
49,F,220,En_Couple,3,false
58,F,231,En_Couple,4,false
63,M,594,En_Couple,2,false
28,M,407,En_Couple,2,false
82,M,548,En_Couple,1,false
26,M,469,En_Couple,1,false
52,M,562,En_Couple,4,false
45,F,216,En_Couple,3,false
28,F,564,En_Couple,4,false
38,M,172,En_Couple,0,false
61,F,467,En_Couple,3,false
18,F,224,En_Couple,3,false
22,F,1156,En_Couple,2,false
43,M,1146,En_Couple,2,false
64,M,235,En_Couple,0,false
30,M,1036,En_Couple,2,true
24,M,1125,En_Couple,1,false
39,M,190,En_Couple,4,false
20,M,457,En_Couple,3,false
38,M,923,En_Couple,3,false
68,F,587,En_Couple,1,false
53,M,484,En_Couple,4,false
30,M,1327,Célibataire,0,false
30,F,427,Célibataire,0,false
40,M,425,En_Couple,4,false
42,F,480,Célibataire,0,false
45,F,491,En_Couple,4,false
23,F,1151,Célibataire,0,false
54,M,213,En_Couple,1,false
79,M,570,Seule,2,false
63,M,491,En_Couple,3,false
23,M,819,Célibataire,0,false
54,M,471,En_Couple,3,false
28,M,958,En_Couple,4,false
44,M,1046,Célibataire,0,false
72,M,549,Seule,3,false
25,M,231,En_Couple,1,false
41,M,738,Célibataire,0,false
55,F,506,En_Couple,0,false
59,M,480,Célibataire,0,false
43,M,199,En_Couple,2,false
51,F,440,En_Couple,0,false
20,M,541,En_Couple,1,false
24,M,179,En_Couple,0,false
81,M,1047,En_Couple,3,false
29,M,795,En_Couple,1,false
61,M,554,En_Couple,1,false
68,F,472,En_Couple,3,false
81,M,211,En_Couple,4,false
20,M,575,Célibataire,0,false
32,F,491,En_Couple,2,false
36,M,408,Marié(e),0,false
47,M,208,En_Couple,0,false
51,M,554,Célibataire,0,false
32,F,154,En_Couple,0,false
31,F,580,En_Couple,3,true
58,F,156,En_Couple,3,false
30,M,1205,Célibataire,0,false
51,F,475,En_Couple,2,false
19,M,433,En_Couple,0,false
70,F,237,En_Couple,3,false
25,M,465,En_Couple,2,false
48,F,1328,En_Couple,2,false
21,M,747,En_Couple,3,false
25,M,236,En_Couple,2,false
54,M,211,En_Couple,0,false
44,M,795,En_Couple,2,false
37,F,872,Célibataire,0,false
41,F,596,En_Couple,1,true
79,F,837,Célibataire,0,false
23,M,1025,En_Couple,0,true
27,F,1189,Célibataire,0,false
40,F,469,En_Couple,2,false
56,M,532,Célibataire,0,false
28,M,901,Célibataire,0,false
28,M,757,En_Couple,0,true
41,F,735,Célibataire,0,false
75,M,1249,En_Couple,3,true
28,F,230,En_Couple,4,false
26,M,519,En_Couple,0,false
78,F,949,En_Couple,0,false
25,M,152,Célibataire,0,false
50,M,454,En_Couple,2,false
52,M,517,En_Couple,1,false
48,M,200,Célibataire,0,false
42,M,774,Célibataire,0,false
39,M,419,En_Couple,3,false
41,M,966,En_Couple,1,false
80,F,581,Célibataire,0,false
28,M,187,En_Couple,4,false
52,F,512,En_Couple,1,false
27,M,459,Célibataire,0,false
20,F,906,En_Couple,2,true
36,M,438,En_Couple,1,true
70,M,462,En_Couple,0,false
26,M,450,En_Couple,4,true
54,M,1131,En_Couple,3,false
40,F,193,En_Couple,3,true
65,M,540,En_Couple,1,true
79,M,486,En_Couple,1,false
45,F,179,Célibataire,0,false
58,F,1387,En_Couple,2,true
57,M,495,En_Couple,3,false
68,M,959,Célibataire,0,false
48,M,438,En_Couple,2,false
31,F,959,En_Couple,3,false
41,F,502,En_Couple,1,false
24,F,530,En_Couple,1,true
21,M,236,En_Couple,0,false
55,M,461,En_Couple,3,false
48,M,499,En_Couple,2,false
28,M,246,En_Couple,0,true
79,F,204,En_Couple,0,false
75,M,579,Célibataire,0,false
71,M,1114,En_Couple,2,true
58,M,248,Célibataire,0,false
20,F,550,Célibataire,0,false
31,M,410,Célibataire,0,false
19,F,191,En_Couple,1,false
50,F,550,En_Couple,3,true
25,M,202,En_Couple,2,false
18,M,587,En_Couple,3,false
25,M,184,En_Couple,1,false
61,M,429,Célibataire,0,false
49,M,241,En_Couple,1,false
77,M,458,Célibataire,0,false
26,M,578,En_Couple,1,false
38,M,458,En_Couple,3,false
21,M,561,En_Couple,4,false
49,F,1042,En_Couple,1,false
79,M,157,Célibataire,0,false
38,F,219,En_Couple,2,true
52,F,188,En_Couple,1,false
43,?,1164,Célibataire,0,false
79,F,506,En_Couple,4,false
62,M,226,En_Couple,2,false
29,F,243,Célibataire,0,false
49,M,170,En_Couple,0,true
20,M,523,En_Couple,3,true
57,M,169,En_Couple,2,false
46,M,566,En_Couple,3,false
42,M,491,En_Couple,1,false
41,M,188,Seule,2,false
54,F,1278,En_Couple,1,false
37,M,839,En_Couple,4,false
28,M,526,Célibataire,0,false
55,M,440,En_Couple,1,false
29,M,490,En_Couple,0,false
18,M,1076,En_Couple,3,false
55,M,224,Célibataire,0,false
55,F,412,En_Couple,2,false
38,M,1093,En_Couple,2,false
71,M,404,Célibataire,0,false
59,M,597,Célibataire,0,false
32,M,466,Célibataire,0,false
79,M,596,En_Couple,2,false
33,F,1243,En_Couple,3,false
45,M,176,En_Couple,3,false
63,F,454,En_Couple,1,false
28,F,531,En_Couple,2,false
25,M,432,Seule,2,false
34,M,186,En_Couple,4,false
22,M,868,En_Couple,0,false
55,M,176,Célibataire,0,false
59,M,422,En_Couple,0,false
39,F,544,En_Couple,4,true
63,M,1332,Seule,1,false
32,F,881,En_Couple,3,false
76,M,729,Seule,2,false
23,F,469,En_Couple,2,false
26,M,528,En_Couple,2,false
58,M,248,En_Couple,0,false
35,M,167,En_Couple,0,false
18,F,921,Célibataire,0,false
66,M,549,En_Couple,0,false
82,M,225,Célibataire,0,false
50,F,850,En_Couple,2,false
55,M,444,Célibataire,0,false
18,M,532,En_Couple,0,true
58,M,459,En_Couple,3,false
52,M,183,Célibataire,0,false
83,F,495,Seule,3,false
29,M,501,En_Couple,1,false
43,M,164,Célibataire,0,false
45,M,151,En_Couple,4,false
71,M,535,Célibataire,0,false
50,F,586,En_Couple,4,true
31,M,556,En_Couple,1,false
59,M,444,En_Couple,0,true
36,M,402,En_Couple,2,false
24,M,564,En_Couple,1,false
29,F,1100,Célibataire,0,false
24,F,533,En_Couple,2,false
72,M,831,En_Couple,4,false
28,M,481,Célibataire,0,false
25,M,735,En_Couple,0,false
29,M,590,En_Couple,0,true
35,F,1070,Célibataire,0,false
82,M,563,En_Couple,2,true
27,M,495,Marié(e),2,true
40,F,1290,En_Couple,2,false
66,M,465,En_Couple,0,false
20,F,424,En_Couple,1,false
20,M,218,En_Couple,3,false
73,F,432,En_Couple,4,true
30,M,443,En_Couple,2,false
37,M,215,En_Couple,2,false
26,?,411,Célibataire,0,false
59,M,721,En_Couple,3,false
59,M,536,En_Couple,3,false
35,F,1260,Célibataire,0,false
49,F,417,Célibataire,0,false
52,M,200,En_Couple,4,false
35,M,497,Célibataire,0,false
79,F,444,Célibataire,0,false
30,M,515,En_Couple,3,true
42,M,1120,Célibataire,0,false
24,M,897,En_Couple,0,false
51,M,169,Célibataire,0,false
21,M,412,Célibataire,0,false
72,F,161,En_Couple,3,false
75,M,1212,Célibataire,0,false
22,M,441,En_Couple,3,true
26,M,587,En_Couple,0,false
36,M,912,En_Couple,1,false
58,M,964,En_Couple,1,false
51,F,472,En_Couple,2,false
54,M,1114,En_Couple,2,false
28,M,1144,Célibataire,0,false
33,F,408,Célibataire,0,false
39,M,1294,En_Couple,2,false
76,F,1119,En_Couple,0,true
28,M,535,Célibataire,0,false
33,M,554,Célibataire,0,false
54,F,168,Seule,3,false
67,M,429,Célibataire,0,false
20,M,434,En_Couple,4,true
23,F,224,Célibataire,0,false
42,F,194,Seule,2,false
32,M,154,En_Couple,1,true
52,F,593,En_Couple,4,false
23,M,1083,Célibataire,0,false
23,M,527,Célibataire,0,false
66,M,247,Célibataire,0,false
46,M,417,Célibataire,0,false
25,M,249,En_Couple,1,true
57,M,555,En_Couple,4,false
71,F,892,Célibataire,0,false
38,M,484,Célibataire,0,false
50,M,551,En_Couple,1,true
57,M,484,En_Couple,0,true
78,M,444,En_Couple,4,false
61,M,1077,En_Couple,4,false
26,M,586,En_Couple,4,false
33,M,1030,Célibataire,0,false
35,M,559,En_Couple,4,false
58,F,183,En_Couple,4,true
54,M,454,Célibataire,0,false
19,M,246,Célibataire,0,false
21,M,453,Seule,3,false
49,M,1225,En_Couple,3,false
53,M,457,En_Couple,0,false
63,M,560,Célibataire,0,false
21,M,511,Célibataire,0,false
53,M,532,En_Couple,0,false
48,M,211,En_Couple,4,true
26,M,446,En_Couple,3,false
20,M,478,En_Couple,1,false
36,M,165,En_Couple,2,false
77,M,994,En_Couple,0,false
79,M,1267,Célibataire,0,false
84,M,898,Célibataire,0,false
37,M,568,En_Couple,1,false
27,M,461,En_Couple,0,true
33,F,512,En_Couple,0,false
48,F,591,En_Couple,2,false
80,M,214,En_Couple,2,false
25,M,470,En_Couple,0,false
30,F,432,Célibataire,0,false
54,F,1226,Célibataire,0,false
19,F,193,En_Couple,1,false
58,F,230,Célibataire,0,false
62,F,418,Célibataire,0,false
28,F,532,Célibataire,0,false
18,M,896,En_Couple,2,false
18,M,545,Célibataire,0,false
83,M,540,En_Couple,4,false
40,F,1207,Célibataire,0,false
76,F,1199,En_Couple,1,true
55,F,716,En_Couple,4,true
33,M,553,En_Couple,2,false
84,M,492,Célibataire,0,false
46,F,419,En_Couple,4,false
84,M,594,En_Couple,2,false
48,M,511,Seule,3,false
70,M,165,Célibataire,0,false
27,M,508,En_Couple,1,false
59,F,179,En_Couple,2,false
42,F,466,En_Couple,0,false
33,M,465,Célibataire,0,false
24,M,1293,En_Couple,0,false
47,M,502,En_Couple,2,false
32,M,175,En_Couple,1,false
56,M,445,En_Couple,2,true
32,M,512,En_Couple,2,false
26,F,491,En_Couple,0,false
50,F,207,En_Couple,1,false
34,M,888,En_Couple,1,false
30,M,424,Seule,3,false
56,M,1315,En_Couple,3,false
24,M,973,En_Couple,1,true
27,M,427,Célibataire,0,false
20,M,533,En_Couple,1,false
55,F,584,En_Couple,4,true
56,M,465,En_Couple,2,false
40,M,599,En_Couple,2,false
24,M,1341,Célibataire,0,false
83,M,498,Célibataire,0,false
55,F,465,En_Couple,1,false
29,M,979,En_Couple,4,false
40,F,430,En_Couple,0,false
29,F,235,Célibataire,0,false
50,F,412,En_Couple,2,true
38,M,154,En_Couple,0,false
47,M,1083,En_Couple,3,false
53,M,792,En_Couple,2,false
49,M,462,En_Couple,4,false
36,M,497,En_Couple,0,false
20,M,728,Célibataire,0,false
50,M,563,En_Couple,2,false
77,F,535,En_Couple,1,false
28,M,1079,Célibataire,0,false
30,M,575,En_Couple,3,false
43,F,209,Célibataire,0,false
45,M,1335,Célibataire,0,false
23,M,584,En_Couple,0,false
49,M,511,En_Couple,2,true
21,M,151,En_Couple,1,false
49,M,589,En_Couple,3,true
20,F,450,Célibataire,0,false
40,M,188,Célibataire,0,false
53,M,495,En_Couple,1,false
38,M,1107,En_Couple,1,false
18,M,158,En_Couple,3,false
24,F,404,Seule,2,false
42,M,202,En_Couple,1,true
46,M,1156,En_Couple,1,true
47,F,510,En_Couple,4,false
79,M,794,En_Couple,0,false
47,M,243,Célibataire,0,false
60,F,214,Célibataire,0,false
20,M,445,En_Couple,2,false
66,M,1022,Seule,1,false
23,M,233,En_Couple,3,false
26,M,580,En_Couple,0,false
83,F,224,Célibataire,0,false
21,M,405,Célibataire,0,false
72,M,153,En_Couple,0,true
52,M,1130,En_Couple,1,false
18,M,400,En_Couple,2,false
36,M,486,Célibataire,0,false
52,M,1311,Célibataire,0,false
65,F,1328,En_Couple,2,false
32,M,196,En_Couple,2,true
82,M,494,Célibataire,0,false
27,M,247,En_Couple,2,false
22,M,1053,En_Couple,0,false
39,M,237,En_Couple,1,true
20,M,164,En_Couple,2,true
39,M,531,En_Couple,1,false
57,M,462,Célibataire,0,false
44,F,463,En_Couple,2,false
37,M,417,En_Couple,3,true
48,M,919,En_Couple,4,false
24,M,441,Célibataire,0,false
44,M,702,En_Couple,4,false
72,F,704,En_Couple,2,false
40,M,963,Célibataire,0,false
76,M,189,En_Couple,2,false
80,M,485,En_Couple,1,false
80,M,195,En_Couple,0,false
25,M,510,En_Couple,3,false
48,M,575,En_Couple,0,false
35,M,169,Célibataire,0,false
42,M,704,En_Couple,0,false
55,M,811,En_Couple,2,true
56,M,782,En_Couple,3,false
64,F,438,En_Couple,2,false
39,F,917,En_Couple,1,false
81,F,187,Célibataire,0,false
50,M,184,Célibataire,0,false
54,M,242,En_Couple,2,true
39,M,242,En_Couple,1,true
40,M,176,En_Couple,3,false
78,_,574,En_Couple,2,false
59,M,520,Célibataire,0,false
80,F,1058,En_Couple,2,false
26,F,177,En_Couple,4,false
64,M,192,Célibataire,0,false
40,F,1131,En_Couple,0,false
44,F,1372,Célibataire,0,false
55,M,518,En_Couple,0,true
33,M,1324,En_Couple,4,true
40,F,421,En_Couple,3,false
48,F,1156,En_Couple,1,false
21,F,755,Célibataire,0,false
83,F,594,En_Couple,2,false
63,M,853,Célibataire,0,false
34,M,851,En_Couple,2,false
50,M,184,En_Couple,1,true
47,M,414,En_Couple,0,false
44,F,802,Célibataire,0,false
22,M,1389,Célibataire,0,false
42,F,536,Célibataire,0,false
29,F,928,En_Couple,4,false
29,F,178,Célibataire,0,false
77,M,1337,Seule,3,false
53,F,468,En_Couple,1,false
24,M,415,En_Couple,1,false
84,M,865,En_Couple,3,true
57,M,540,En_Couple,2,false
84,M,414,En_Couple,4,false
29,M,240,Célibataire,0,false
39,F,459,Seule,2,false
43,F,495,En_Couple,2,false
84,M,191,En_Couple,3,false
33,M,598,En_Couple,2,false
82,F,403,En_Couple,3,true
40,M,589,En_Couple,1,false
33,M,198,Marié(e),2,false
24,M,1164,En_Couple,1,false
31,F,424,En_Couple,2,false
56,M,528,Célibataire,0,false
67,M,546,En_Couple,1,false
52,M,585,En_Couple,0,true
79,M,952,Célibataire,0,false
45,M,1243,En_Couple,1,false
22,M,203,En_Couple,0,false
62,M,445,En_Couple,1,false
31,M,1390,Célibataire,0,false
23,F,156,En_Couple,3,false
45,M,495,En_Couple,2,false
18,M,417,En_Couple,0,false
32,F,528,En_Couple,2,true
40,M,453,En_Couple,2,false
21,F,539,En_Couple,0,false
27,M,1271,En_Couple,4,false
40,M,594,En_Couple,2,false
39,M,736,En_Couple,2,false
19,M,213,Célibataire,0,false
54,M,409,Célibataire,0,false
51,M,1205,Célibataire,0,false
29,M,231,En_Couple,0,false
59,F,421,En_Couple,2,false
29,M,163,En_Couple,4,false
35,F,557,En_Couple,2,true
32,M,472,En_Couple,0,false
46,F,886,En_Couple,4,false
50,M,1292,Seul,0,false
19,F,462,En_Couple,2,false
54,M,162,En_Couple,0,false
39,F,520,Célibataire,0,false
46,M,186,En_Couple,2,false
39,M,829,En_Couple,1,false
62,F,575,Célibataire,0,false
33,M,433,En_Couple,1,false
64,M,406,En_Couple,4,false
26,M,590,En_Couple,2,true
25,F,460,En_Couple,4,false
29,M,574,Marié(e),0,false
18,M,486,En_Couple,0,false
31,F,828,En_Couple,3,false
81,M,156,En_Couple,0,true
23,M,1022,Seule,2,false
26,F,227,En_Couple,1,false
52,F,493,En_Couple,0,false
24,M,473,En_Couple,1,false
35,M,483,En_Couple,0,false
38,M,712,Seule,2,false
33,F,449,En_Couple,1,false
54,M,463,Célibataire,0,false
45,M,543,Seule,2,false
53,M,732,En_Couple,1,true
55,M,243,En_Couple,4,false
55,M,489,Célibataire,0,false
35,F,576,En_Couple,1,false
37,M,774,Célibataire,0,false
46,M,559,En_Couple,2,false
30,M,403,Célibataire,0,false
39,M,595,En_Couple,0,false
81,M,218,En_Couple,2,false
58,F,519,En_Couple,3,true
22,M,165,En_Couple,4,false
51,M,522,Célibataire,0,false
77,M,1291,En_Couple,2,false
26,M,533,En_Couple,4,true
32,F,214,En_Couple,1,true
22,F,562,En_Couple,0,false
21,M,998,En_Couple,2,false
48,M,191,En_Couple,0,false
29,M,516,En_Couple,0,false
25,M,990,En_Couple,2,false
56,M,189,En_Couple,2,true
78,F,169,Célibataire,0,false
24,F,202,Célibataire,0,false
45,F,824,En_Couple,1,false
37,M,230,En_Couple,1,false
19,M,468,Célibataire,0,false
79,M,807,En_Couple,0,false
21,F,417,Célibataire,0,false
53,F,200,Célibataire,0,false
77,M,563,En_Couple,2,false
35,M,180,Célibataire,0,false
84,F,430,En_Couple,0,false
33,M,577,En_Couple,3,false
79,F,195,Célibataire,0,false
39,F,585,En_Couple,2,false
20,F,542,En_Couple,0,false
19,_,562,Marié(e),2,false
37,M,417,Célibataire,0,false
42,M,468,En_Couple,1,false
25,F,848,En_Couple,4,false
22,F,565,En_Couple,3,false
77,F,419,En_Couple,2,false
24,F,189,Célibataire,0,false
18,F,593,En_Couple,4,false
49,M,540,En_Couple,0,false
59,M,1319,Célibataire,0,false
73,F,1216,En_Couple,1,false
22,F,484,En_Couple,2,false
47,M,561,En_Couple,0,false
23,M,1175,En_Couple,0,true
44,F,429,Célibataire,0,false
73,M,225,Célibataire,0,false
58,F,194,Célibataire,0,false
36,M,229,Célibataire,0,false
66,M,979,En_Couple,2,true
68,M,1045,En_Couple,0,false
23,M,466,En_Couple,0,false
28,F,404,Célibataire,0,false
57,F,217,Célibataire,0,false
18,M,554,Célibataire,0,false
26,F,222,En_Couple,2,false
26,M,518,Célibataire,0,false
39,M,542,Célibataire,0,false
33,F,214,En_Couple,2,false
39,M,1116,Célibataire,0,false
28,M,553,En_Couple,2,false
34,M,1018,Célibataire,0,false
57,M,590,En_Couple,2,true
24,M,208,En_Couple,1,true
27,M,712,Célibataire,0,false
22,F,486,Marié(e),0,false
41,M,527,Célibataire,0,false
41,M,462,Célibataire,0,false
67,M,1364,En_Couple,0,false
23,F,1203,En_Couple,4,false
40,M,464,Célibataire,0,false
77,M,432,En_Couple,2,false
48,M,428,Célibataire,0,false
19,F,541,En_Couple,4,false
70,F,499,En_Couple,4,false
56,M,464,En_Couple,4,false
27,M,151,En_Couple,3,false
29,F,401,En_Couple,3,true
20,F,220,Célibataire,0,false
73,F,552,En_Couple,4,false
29,M,541,En_Couple,3,false
52,F,570,En_Couple,1,false
20,M,481,Célibataire,0,false
26,M,597,En_Couple,3,true
30,M,1194,En_Couple,3,false
84,F,991,Célibataire,0,false
54,M,869,Seule,1,false
63,F,182,En_Couple,0,false
47,F,1113,En_Couple,1,false
21,M,852,En_Couple,0,false
60,F,1351,En_Couple,1,false
52,M,419,En_Couple,4,false
36,M,524,Célibataire,0,false
64,M,408,Célibataire,0,false
33,F,237,Célibataire,0,false
23,M,575,Célibataire,0,false
18,M,1103,Seule,3,false
53,M,462,Seule,2,false
68,F,563,En_Couple,2,false
37,M,1243,En_Couple,1,false
21,F,524,En_Couple,1,false
46,M,717,En_Couple,0,false
60,M,959,En_Couple,2,false
41,M,721,Célibataire,0,false
51,M,439,Célibataire,0,false
20,M,567,En_Couple,2,false
37,M,541,En_Couple,0,false
29,M,1327,Seule,3,false
76,F,216,Célibataire,0,false
50,F,710,En_Couple,2,false
59,M,562,En_Couple,4,false
44,M,575,En_Couple,3,false
22,F,1021,Célibataire,0,false
29,F,403,En_Couple,1,true
34,M,440,En_Couple,3,false
21,M,497,En_Couple,0,false
31,F,435,Célibataire,0,false
27,M,186,Célibataire,0,false
33,M,834,Célibataire,0,false
48,M,212,En_Couple,1,false
52,M,1114,Célibataire,0,false
44,M,592,En_Couple,0,false
52,M,1153,En_Couple,3,false
25,M,587,Célibataire,0,false
65,F,559,Seule,1,false
30,M,968,Célibataire,0,false
30,M,410,Seule,2,false
36,F,1118,En_Couple,3,false
32,M,1082,En_Couple,2,true
29,M,531,En_Couple,1,false
20,M,544,En_Couple,2,true
57,M,489,Célibataire,0,false
25,M,400,Célibataire,0,false
24,M,1228,Seule,2,false
65,M,164,Marié(e),2,false
20,M,186,Célibataire,0,false
34,F,961,En_Couple,1,false
23,F,460,En_Couple,2,false
65,M,447,Célibataire,0,false
71,F,436,En_Couple,2,true
56,M,529,Célibataire,0,false
27,M,410,En_Couple,0,true
25,M,507,En_Couple,3,false
35,F,421,En_Couple,3,false
18,M,857,En_Couple,3,true
20,M,516,En_Couple,0,true
29,M,448,En_Couple,2,false
32,M,583,Célibataire,0,false
52,F,1092,En_Couple,0,false
40,M,238,Célibataire,0,false
62,M,903,En_Couple,2,false
57,M,214,En_Couple,3,false
41,M,1149,Célibataire,0,false
59,F,535,En_Couple,0,false
30,M,461,En_Couple,0,false
46,F,248,En_Couple,1,false
53,M,428,En_Couple,1,true
34,F,928,En_Couple,1,false
50,M,723,En_Couple,2,false
34,M,448,En_Couple,3,false
63,M,510,En_Couple,0,false
54,F,808,Célibataire,0,false
75,M,921,Seule,1,false
25,M,469,Célibataire,0,false
34,F,191,En_Couple,1,false
19,M,444,Célibataire,0,false
76,F,185,En_Couple,0,false
76,M,173,En_Couple,2,false
21,F,507,En_Couple,4,false
70,M,150,Célibataire,0,false
53,M,595,Célibataire,0,false
80,F,595,Célibataire,0,false
44,M,557,Célibataire,0,false
52,M,542,En_Couple,0,true
39,M,535,En_Couple,4,true
71,M,746,Célibataire,0,false
22,M,442,Célibataire,0,false
78,M,437,Célibataire,0,false
66,F,490,En_Couple,0,true
22,F,414,En_Couple,2,true
18,F,230,Seule,3,false
63,M,1320,En_Couple,0,true
79,F,1164,En_Couple,2,false
55,M,1290,En_Couple,0,false
63,M,475,En_Couple,0,true
40,M,225,En_Couple,1,false
43,M,556,En_Couple,3,false
76,M,1256,En_Couple,1,false
35,M,976,Célibataire,0,false
21,M,909,En_Couple,4,false
83,M,483,En_Couple,3,true
63,F,215,Célibataire,0,false
26,F,451,Célibataire,0,false
31,M,482,Célibataire,0,false
36,M,185,Célibataire,0,false
70,F,176,Célibataire,0,false
49,M,778,En_Couple,0,true
19,M,482,En_Couple,1,true
32,M,457,Célibataire,0,false
52,M,498,En_Couple,3,false
28,M,214,En_Couple,4,false
36,M,218,En_Couple,0,false
31,M,1347,En_Couple,2,false
54,M,412,En_Couple,0,false
20,M,245,En_Couple,2,false
46,M,400,En_Couple,4,true
20,F,195,En_Couple,4,false
33,F,1398,En_Couple,3,false
45,M,1285,En_Couple,3,false
73,M,596,En_Couple,3,false
49,M,986,Célibataire,0,false
22,M,503,En_Couple,4,false
82,F,190,En_Couple,4,false
83,M,203,En_Couple,2,false
74,M,504,En_Couple,3,true
23,F,1388,En_Couple,3,true
60,M,459,En_Couple,2,true
27,F,170,En_Couple,3,true
61,M,204,Célibataire,0,false
58,F,1295,En_Couple,1,false
21,M,1171,En_Couple,3,false
23,M,527,En_Couple,1,false
82,M,175,Célibataire,0,false
24,F,412,En_Couple,4,false
81,F,241,En_Couple,2,false
34,M,482,En_Couple,0,false
28,M,1366,En_Couple,1,false
25,M,418,Célibataire,0,false
59,F,481,Célibataire,0,false
27,N/D,475,Seule,3,false
48,M,506,En_Couple,3,false
25,M,1293,En_Couple,1,false
23,F,759,Célibataire,0,false
28,M,557,Célibataire,0,false
45,F,151,Célibataire,0,false
47,M,527,En_Couple,0,false
48,M,1024,Célibataire,0,false
49,F,236,Célibataire,0,false
76,M,1307,Célibataire,0,false
40,F,246,En_Couple,1,true
18,M,547,En_Couple,1,true
51,F,556,En_Couple,1,false
57,M,166,Célibataire,0,false
26,M,1110,En_Couple,2,false
36,M,1105,Célibataire,0,false
78,F,444,En_Couple,2,false
42,F,1112,En_Couple,1,false
55,M,180,Célibataire,0,false
37,M,1313,En_Couple,3,false
22,M,877,Seule,2,false
59,F,441,En_Couple,2,false
41,M,595,En_Couple,2,false
75,F,180,En_Couple,1,true
18,M,1284,En_Couple,0,false
52,M,446,En_Couple,4,false
25,M,564,En_Couple,4,false
35,M,435,En_Couple,4,false
19,M,531,Célibataire,0,false
38,M,745,Seule,1,false
46,M,166,Célibataire,0,false
54,F,595,Célibataire,0,false
23,M,152,En_Couple,1,false
46,M,520,Célibataire,0,false
75,M,426,En_Couple,1,false
21,M,1143,En_Couple,1,false
48,M,556,Célibataire,0,false
56,M,204,En_Couple,4,false
33,M,407,Célibataire,0,false
26,M,519,En_Couple,1,false
51,M,1024,En_Couple,3,false
38,M,881,Célibataire,0,false
39,M,1340,En_Couple,2,false
22,F,920,En_Couple,2,false
66,M,1108,En_Couple,2,false
19,F,236,En_Couple,2,false
32,M,564,En_Couple,1,false
50,M,552,En_Couple,0,true
31,F,483,Célibataire,0,false
83,M,896,En_Couple,4,false
47,M,709,En_Couple,2,true
53,M,240,En_Couple,4,false
39,F,920,Célibataire,0,false
21,F,860,En_Couple,1,false
21,F,215,Célibataire,0,false
24,M,1338,En_Couple,2,false
76,M,505,En_Couple,0,false
74,M,202,Célibataire,0,false
19,M,507,En_Couple,0,false
21,M,485,En_Couple,1,false
22,M,161,En_Couple,2,true
57,M,812,En_Couple,3,false
63,F,154,En_Couple,4,true
23,F,185,Célibataire,0,false
67,F,436,Célibataire,0,false
58,F,489,En_Couple,1,false
42,F,794,En_Couple,0,false
21,M,585,En_Couple,2,false
49,M,760,Célibataire,0,false
82,M,418,En_Couple,1,false
52,M,471,Célibataire,0,false
45,M,465,En_Couple,1,true
20,M,1344,En_Couple,3,false
63,M,585,En_Couple,0,false
80,M,429,En_Couple,0,false
54,F,467,En_Couple,1,false
52,F,567,En_Couple,1,false
58,M,1197,En_Couple,2,false
53,F,243,En_Couple,0,false
30,F,448,Célibataire,0,false
36,F,204,En_Couple,2,true
24,M,462,En_Couple,1,false
40,F,423,Célibataire,0,false
71,M,193,En_Couple,1,false
50,M,582,En_Couple,4,true
24,M,1218,En_Couple,4,true
26,M,232,En_Couple,0,false
40,M,462,En_Couple,0,false
58,M,577,En_Couple,2,false
57,M,564,Célibataire,0,false
34,M,440,Célibataire,0,false
78,M,1268,En_Couple,0,false
43,M,831,Célibataire,0,false
68,M,502,En_Couple,1,false
50,M,494,En_Couple,2,true
79,M,194,Célibataire,0,false
48,M,804,Seule,3,false
27,M,1212,Célibataire,0,false
67,M,869,En_Couple,4,false
28,F,446,Célibataire,0,false
40,M,496,En_Couple,1,false
28,F,541,Célibataire,0,false
41,M,459,En_Couple,1,false
80,F,1181,Célibataire,0,false
31,M,215,En_Couple,3,false
79,M,1184,En_Couple,4,false
27,M,949,En_Couple,0,false
73,M,762,En_Couple,1,true
58,F,727,Célibataire,0,false
27,M,404,En_Couple,0,false
27,F,503,Célibataire,0,false
